D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,M1,M2,M3,M4,M5,M6,G1,G2,G3,G4,G5,G6,G7,G8,G9,R1,R2,R3,R4,R5,R6,R7,R8,T1,T2
140.2057617,48.77913475,68.47756069,2.777777778,36.11111111,78.125,48.76556921,49.40257224,0.987105873,49.75931397,0.783649355,1485.904445,2487.170822,10.56876973,673.9702072,359.9028081,410.3605286,0.264589015,0.002514859,0.009619422,0.589934464,0.016439409,1.14060743,264962442.1,227.392101,17297.97305,5245722.235,30.26196496,450.4042684,6044.883911,0.961766628,-8.1518629,0.0184944,970965.3556,506837.65,11451.49794,1933.010158,4.296875,-0.38684,19846,0.072263,0.036541,374000,48438,6784.7,1294.7,0.001635476,-0.044446727
149.8841186,106.7082682,155.9626264,10.52631579,18.42105263,70.3125,111.0247256,103.3033357,1.074744826,50.78435829,0.710677051,59.10555937,74.70717913,0.651038633,103.4118181,54.71534278,50.33610877,0.35824833,0.000935723,0.127916703,0.776298271,0.056755795,1.761312128,5907310.853,34.95527573,316.5733406,36510510.38,90.09459035,1391.272511,24643.67072,2.05517643,-40.30828365,0.044803334,12648263.6,6555880.227,140524.4595,9097.20694,8.9296875,-0.52013,10606,0.13121,0.031152,321000,92645,4433.2,875.18,0.000164552,3.43E-05
117.9727829,199.9862916,305.8797511,27.11864407,61.01694915,140.625,218.1786693,183.6941869,1.187727674,49.95612742,0.743517022,50.75806836,61.37409064,0.311862883,53.0780462,91.73704955,70.6702408,0.336105335,0.002139127,0.057746148,0.764917048,0.033586372,1.616050311,108499648.5,148.3964318,6235.239601,51623949.34,114.1605312,411.2170002,24209.09994,3.193444704,-8.953368458,0.003386299,12334600.47,7462436.987,157402.7651,22219.35102,7.578125,0.17203,6572.7,0.17381,0.040543,210000,880.18,5731.1,1013.2,0.000127224,0.003791866
104.4133415,29.46900405,25.89413841,1.886792453,47.16981132,101.5625,18.48474584,37.64831916,0.490984624,48.75205548,0.853295993,329.2254193,314.4097725,1.940172447,59.54997311,77.35983396,80.16448685,0.280591997,0.001473256,0.033286795,0.696414326,0.033627916,1.135903307,529359192.4,367.1186169,3078.679208,76375858.16,132.5190097,2328.864939,8508.318186,1.491253267,-9.391381231,0.101067986,1238250.688,732149.8027,18176.60668,4837.315382,11.1171875,-0.25646,2209.4,2.1035,0.029466,412000,117.59,3385,570.53,0.002838036,-0.100513345
133.6167506,163.0102744,206.5225221,46.26865672,47.76119403,85.9375,147.152426,174.7965979,0.841849485,50.39324212,0.738424823,76.22620714,94.46656428,0.702213387,99.14504671,77.6506165,68.70249355,0.337073428,0.00136934,0.051468412,0.647287654,0.010942104,1.642001637,120243421.9,153.9991727,7599.624989,10104344.81,35.68954011,1357.950154,132.2475853,-0.131485114,-11.07595934,0.203959364,56678.47788,4306.333305,124.7249441,22.73793997,8.6328125,-0.38747,11136,3.0171,0.028753,329000,421.38,8225,1476.8,0.004564338,-0.126704229
137.4746615,26.87991366,19.13094234,1.408450704,25.35211268,54.6875,13.59459451,34.90891418,0.38943046,54.24342723,1.45005209,19.65723284,37.20910264,0.137735345,15.88185122,21.84745792,21.57670032,0.28197866,0.001470395,0.012286048,0.712026579,0.012310695,1.36546294,484994290.7,331.937318,16122.41201,77317599.15,134.9061246,1935.633057,4243.250097,-1.313962995,-48.53838332,0.146652774,3580278.681,129276.2901,2746.27233,3176.689933,7.6328125,1.4082,68305,1.1083,0.04511,13100000,196000,20045,4196.8,0.00058009,0.050577477
132.8691772,87.17183206,136.4857459,6.153846154,24.61538462,101.5625,97.24957758,75.33166555,1.290952176,46.01992471,-0.14203451,280.2519459,235.9828987,1.807760334,23.24492777,83.8841806,74.44744575,0.470569729,0.001219823,0.196716209,0.75321267,0.105363056,0.965889049,253749989.8,248.433859,4362.480281,310615947.2,279.9609166,2512.10894,8693.769815,0.125664238,-31.08901346,0.093513936,189668.7684,446040.3597,8321.622059,42.59747643,10.9609375,1.1971,113000,3.5143,0.033972,34100000,23985,41046,7883.8,0.002725563,0.066800235
116.4259195,46.6613359,77.48933203,22.03389831,59.3220339,195.3125,55.26644015,35.27146062,1.566888333,51.05618822,0.340553291,29.44405378,59.07958039,0.162547443,23.73761719,48.86212304,44.38281347,0.317397361,0.001463801,0.034080484,0.666799888,0.023114552,1.496322942,225421130,233.6537024,4110.437051,41167501.86,102.5323952,207.8656789,-1624.725939,0.075460124,-19.67678882,0.091169575,782765.6249,46272.62706,153.5465701,7.087306832,7.9609375,-0.14511,255000,0.41309,0.030348,17300000,31781,18146,3499.2,0.002445544,-0.09294933
122.0521393,67.81420076,107.5670242,32.25806452,50,195.3125,76.6403393,53.97625842,1.41988981,53.21314894,0.374811814,84.13792698,56.10867063,0.57930452,22.57858629,59.29899493,52.2166251,0.383318878,0.000967824,0.176398875,0.718267455,0.059463661,1.290340749,147308837.2,182.9002276,4910.46184,197998524.9,212.0675688,6591.178586,12573.61459,-1.958357479,-39.40400329,0.121906747,2897405.771,821241.6979,17128.14765,8422.687732,5.859375,1.04,19296,0.41111,0.038961,2050000,56383,11132,1907.9,0.002120294,0.096654763
126.9632606,64.40684117,103.8616802,50.76923077,55.38461538,164.0625,74.02155149,54.2272983,1.365023776,50.15967655,0.30659657,58.3028916,63.34857258,0.357174216,19.18485665,56.34723428,49.29083232,0.256056342,0.001564568,0.025873382,0.76724568,0.011775118,1.282929128,137495019.7,183.9649596,1963.399664,26968835.59,78.12667042,919.5971145,7614.96919,0.796960669,-19.62459656,0.06017192,1737818.905,824789.3865,19925.07939,1401.754192,8.25,-1.1321,37524,0.20243,0.034566,1120000,66604,10504,1949.5,0.001683199,-0.086922745
147.0371002,157.8339385,233.4017679,13.51351351,29.72972973,125,166.1816948,151.0415802,1.100238058,50.77930209,0.462366119,66.01370671,85.82972215,0.310230884,39.96284819,76.94698768,60.8270777,0.286295471,0.002307021,0.024781296,0.749700144,0.014379622,1.548503399,19082012.74,58.94741415,1494.865803,4858201.611,32.22748634,226.6048056,-11807.74355,-7.604615606,-127.7159245,0.199010159,55598989.31,2126204.711,126274.9725,119824.6727,8.71875,0.082061,20067,1.2669,0.042431,713000,61942,10146,1873.1,0.00047314,-0.018588923
123.6042527,162.8295095,262.0291926,59.67741935,88.70967742,132.8125,186.8126226,136.9267574,1.364325178,51.20772949,0.323780237,1964.946466,1901.459889,11.02535771,3091.585449,399.7746431,635.5709978,0.17406045,0.003523363,0.009655611,0.548208469,0.018421656,1.717216029,7333203.44,37.33411693,515.9864801,6634805.772,31.54810162,732.7221001,11933.67414,2.103583177,-4.50815775,0.001041938,3497165.923,1913921.908,42921.76544,9875.140243,7.703125,-0.108,1163,0.37621,0.033162,26191,993.35,1583,291.32,5.23E-05,-0.01061916
152.9259887,197.5183557,288.1633726,16.88311688,18.18181818,62.5,205.0759875,187.4406366,1.094084993,53.10190713,0.783095873,4.438079114,11.24587385,0.014783013,22.38197202,70.74356298,48.59511293,0.330552657,0.001679577,0.056914468,0.839844682,0.02408078,1.828719966,5704892062,1201.229299,42708.26776,42293048.92,103.4909302,303.5212325,250.7604742,0.167906371,-243.2242545,0.500390727,1749.882852,5.163194643,39.9172093,42.2259154,14.984375,-1.9195,8992.1,1.0332,0.038961,239000,9314.4,8296.5,1335.1,0.001374812,-0.045671538
104.5025185,196.2975955,258.7071868,82,92,281.25,184.7450465,206.4238461,0.89497919,47.97919879,0.937460717,2354.603856,1754.669671,9.455238683,61.22936271,439.472207,423.0157216,0.262600446,0.001808141,0.060351283,0.646008593,0.011608171,0.665216263,38903175.88,91.73937059,1715.36998,25392048.4,68.09831472,1975.646627,165.7640736,-0.005063158,-10.92244858,0.500390727,3211.955854,371.1167109,19.55007453,13.33432528,14.9375,0.021506,52.634,0.41238,0.023358,1267.7,3.2057,275.75,39.303,12969.67268,186.4639683
88.36244673,309.3747291,414.9455536,90.69767442,90.69767442,398.4375,296.8851854,324.8526438,0.913907247,51.64395097,0.700540338,430.4259194,386.0322306,3.483012911,220.4848082,207.4763161,191.271254,0.284019361,0.001979394,0.061616852,0.593568256,0.04266405,1.410313535,349627829.6,269.7797125,18272.57917,140941110.4,190.4376364,437.0346323,45.37674721,-0.030297548,-20.90821332,0.500130242,5739.531149,1545.477797,20.47659552,5.048669001,14.984375,0.01917,97.191,0.97661,0.020108,1648.8,10.851,301,39.638,0.313267697,-0.399107181
91.79568951,270.8726045,403.0451876,84.09090909,93.18181818,15.625,288.275291,252.7615432,1.140502971,51.94724031,0.698535799,106.4416952,63.12905462,0.457140857,6.338764352,113.3994932,80.34062464,0.283173889,0.000956855,0.090223998,0.656560423,0.044044144,0.870880367,880686981.4,475.8980546,2867.356436,21696246.96,63.97223757,1558.022866,-220.59886,-0.111617403,-24.53342293,0.502735087,784.2825392,892.1436759,52.19172005,30.76358444,14.8984375,-0.093441,151.74,1.5415,0.020024,195.96,47.961,413.47,77.223,13319.23965,-149.9770643
88.16823533,295.5253691,388.9891255,84.09090909,93.18181818,351.5625,278.3022363,310.534625,0.89620356,48.27837894,0.774967677,14.53491782,17.39501032,0.074349107,13.36081868,132.3845868,101.0822279,0.382678117,0.001466661,0.110355435,0.839311191,0.065892068,1.551952106,51918244.24,98.83647522,3752.704538,686318266.5,396.7125401,21353.43655,73.61732817,0.008262228,-27.75043956,0.497525397,194.2398987,93.79850078,29.89602605,6.436802217,15.0625,0.0079936,169.02,3.438,0.020095,68.853,0.23053,196.66,30.689,5030.420626,-39.16615639
89.39294733,269.1561754,428.6263446,86.04651163,93.02325581,296.875,306.7515417,228.9393331,1.339881345,49.01176555,0.550855909,35.67972186,89.31548526,0.191044048,30.84077905,134.6958951,101.5470979,0.333303486,0.002040694,0.029459789,0.723115613,0.013560088,1.365688793,116857177.3,139.4605487,10985.17266,49235189.67,108.8832786,966.3472645,24.736022,-0.033293114,-17.99523877,0.502735087,59.34343103,122.5456711,3.501883821,1.092778271,14.90625,-0.018177,76.533,5.0846,0.020254,9.6799,0.29433,196.53,32.499,15756.07192,-194.841588
95.69831479,221.1908979,297.0750568,91.66666667,91.66666667,218.75,212.300774,231.2380255,0.918104942,48.54120157,0.747524955,72.26354854,69.51659575,0.388325968,11.96131034,111.2560409,87.49656207,0.399637619,0.001297884,0.109716937,0.677437094,0.016018561,1.031615452,209426338,219.7046803,6269.595021,38034472.1,98.89308713,125.0003121,-8.304956985,-0.000195363,-10.35291441,0.501693149,90.90542959,8.490370898,7.972774714,6.666126518,14.9296875,0.012918,36.239,0.64998,0.020972,237.57,18.65,216.69,32.766,1746.368976,38.37518486
71.58268226,362.9511056,435.6704041,88.23529412,94.11764706,140.625,312.82258,403.981274,0.774349209,47.96218775,0.742416021,68.70607098,78.58736529,0.437400451,29.78325316,139.3884991,105.5645698,0.305196025,0.001894796,0.052835449,0.625002787,0.021030345,1.175394403,347846161.8,288.5186726,7343.825977,93748038.33,149.9355221,1933.394345,-737.6234662,-0.184748291,-23.7005053,0.50403751,15541.25151,2483.785349,255.4018934,92.59148594,14.875,-0.10865,181.8,6.7221,0.020054,7080.7,69.464,656.44,149.18,182286.1564,-468.1018756
81.15119085,246.6768671,312.2949831,87.17948718,94.87179487,492.1875,223.7874111,272.5080271,0.821214015,49.57595732,0.533627085,40.67559095,86.84164268,0.362415272,28.76449902,138.4699709,114.8424306,0.302623213,0.003148975,0.019068094,0.668931405,0.014981671,1.421680024,486143233.6,349.5415742,4421.639808,13352294.78,55.09777417,441.5103581,-130.5310007,-0.021034085,-27.48375946,0.497264913,756.5434665,685.700245,18.03270169,61.43038309,15.078125,0.070803,53.431,2.0132,0.023166,2358.4,23.232,357.69,53.078,28717.5094,230.3890522
78.62074621,410.087793,421.9742086,84.21052632,92.10526316,140.625,301.3279534,469.9388307,0.641206756,54.20271572,0.769142993,592.3394791,356.0570783,3.890130529,73.87905278,209.840128,180.8321983,0.140651165,0.002783274,0.006717822,0.575301439,0.020641076,1.105330466,119538730.2,168.4196483,2765.41987,535908476.7,371.3253393,1677.428383,317.6728342,0.067457221,-15.17647027,0.500911696,12527.02889,8029.012836,241.9497877,108.8484886,14.9609375,0.02591,68.047,0.4989,0.020024,874.34,10.501,287.22,40.918,4484.426453,17.80610782
116.3210169,62.87308796,89.1795161,10.16949153,40.6779661,46.875,63.60902756,63.0834066,1.008332159,50.85968094,0.39346635,2.29443598,9.724920776,0.010247186,4.687572186,31.49045761,24.44946228,0.423789199,0.001995574,0.056360446,0.741380055,0.009834354,1.483480336,13553367,48.89300552,1139.293359,23450899.36,75.202335,451.7314908,20546.95909,1.9194423,-29.55848345,0.085178432,8068194.489,5285843.469,104107.7506,8491.029108,6.5390625,0.85764,102000,0.32783,0.028166,1750000,66312,10665,1618.6,0.000981767,0.002133777
139.3266913,28.63031226,16.97566289,1.408450704,18.30985915,78.125,12.06909238,38.255031,0.315490331,53.98261311,1.611373421,1062.457668,623.0345824,5.754199204,38.21351365,159.3582519,161.1280728,0.310610535,0.002514714,0.039667364,0.53729349,0.01306223,0.814134917,135117039.7,184.1324153,1282.316667,142289618.8,182.1168347,3889.05953,-786.0627759,-0.057104359,-10.15949947,0.087262308,31961.42577,938.6598895,58.41044523,8.590010874,2.1953125,0.32959,9533.8,0.83904,0.030943,181000,169.16,4056.6,741.89,0.00213925,0.062205676
143.4734946,151.7757826,224.6061457,19.44444444,20.83333333,31.25,159.950895,145.1426596,1.102025383,49.76908274,0.396397358,11.95237043,24.64355601,0.116230198,17.99382255,57.43392835,40.21623475,0.209542399,0.002759519,0.011115955,0.737823056,0.015643407,1.722761155,153895880.2,182.8879291,6630.784305,15605963.12,56.75830251,842.7674629,25428.6065,2.61880468,-4.990003603,0.027090388,13764057.39,8732763.29,175131.3915,14756.72758,12.2734375,0.068426,18187,1.3589,0.033171,167000,15252,7160.2,1397.7,0.003173207,-0.133306203
113.6461266,178.078299,293.2739887,58.92857143,80.35714286,156.25,209.2857953,142.9264981,1.464289674,50.75351643,0.378886912,491.8089022,403.1048229,1.744203077,95.89530286,157.5230515,141.0748276,0.156203166,0.002528537,0.007173576,0.501501204,0.008674568,1.165729859,94457172.77,136.7164429,5908.374963,9079302226,1530.677087,21434.85863,-1048.553458,0.392879153,-16.83957646,0.042458974,143839.7018,52630.51663,854.7902853,333.2182313,1.953125,2.1015,58543,1.2584,0.033978,6260000,83282,16174,2860.8,0.000698183,0.004673551
144.9976519,64.94399078,91.54577332,22.97297297,44.59459459,101.5625,65.17059699,64.55953971,1.009465019,49.19182752,0.559301741,358.5844562,226.6636783,2.426311377,56.64935142,85.73675148,82.82871632,0.382026587,0.000799628,0.109263453,0.615042324,0.040921681,0.955221066,127468728.8,141.139908,13277.96564,50402530.55,110.3943924,938.9816559,54535.69165,2.33824657,-88.81819932,0.063818703,20521357.83,29114232.7,521607.4365,13589.0727,7.5390625,0.27864,17244,0.074328,0.030855,1758.6,10679,4831.3,1035.6,0.017933765,0.247363149
150.3450212,31.71175731,21.4563214,5.194805195,15.58441558,62.5,15.2495233,41.70494597,0.365652633,45.83135384,1.455291199,33.47187854,59.95226766,0.174724019,27.14135801,25.24509828,25.71885133,0.331476083,0.001775755,0.040316109,0.676706879,0.029753368,1.583154433,542824140.7,371.7046192,3196.961933,45821127.71,103.6296588,1193.790045,30237.93579,4.683963023,-12.09745208,0.021620214,21962783.28,11383032.29,258388.7816,47510.33901,11.2109375,-0.016663,17095,0.49246,0.034811,532000,2502.6,6552.1,1144.4,0.009609742,0.052843569
144.1341836,41.93074125,46.09895173,4.225352113,8.450704225,62.5,32.71075298,36.29261842,0.901305952,41.59885655,1.067131345,17.83454799,36.47384585,0.089941983,55.80472476,24.0203341,24.82914851,0.391634886,0.00162494,0.135842585,0.778661113,0.032285614,1.910326927,460675134.5,339.6686839,4593.864439,5321463.836,33.07812085,291.711762,5642.014331,0.677325758,-24.74560347,0.014066163,757238.3999,443531.9312,9459.512611,966.1320052,1.2421875,-1.7369,189000,0.52874,0.033073,15000000,12035,21881,4005.9,0.013973915,-0.241116702
133.5107451,66.91570126,81.67789924,41.17647059,75,101.5625,58.15231751,69.43795047,0.837471687,48.04612361,0.901830749,15.50218637,18.20363707,0.119449715,10.47010244,42.55148642,36.61750335,0.288092639,0.002310781,0.038293188,0.736734662,0.018982268,1.333917436,92112894.47,147.4487917,2247.171967,11735131.72,47.94633335,757.3702357,5269.294827,0.191107839,-14.20651358,0.059650951,455442.7197,228911.6627,6020.539844,96.93988338,2.40625,0.48029,29795,1.7097,0.030935,539000,4902.7,13850,1926.3,0.011525782,0.108604883
107.1781897,294.804238,457.3319657,72.54901961,80.39215686,62.5,326.600436,261.6320259,1.248319791,51.37268712,0.43653829,211.3592535,161.5761759,1.6391371,30.44620533,140.7198096,105.1459963,0.388297043,0.001152565,0.127961565,0.640980893,0.024242122,0.957592352,90522670.49,145.4042968,2431.835882,84176827.25,144.0081323,1183.014659,18245.04481,3.216519122,-29.25947291,0.011982287,7405412.66,4557157.099,108032.603,23834.20312,7.1875,-0.69125,12745,0.16372,0.036528,278000,43475,5676.3,1019.5,0.000729559,-0.020418389
130.4849203,26.2287982,15.16699722,0,16.41791045,109.375,10.77052197,34.46020136,0.312549595,55.35341729,1.395377926,91.21091499,121.5536404,0.506455852,22.99018908,38.04358225,38.69551491,0.311309675,0.001438916,0.048285334,0.568111752,0.03213769,1.30326635,11653422.33,46.02940192,916.2781716,23285536.71,70.28501557,1124.251212,12199.25139,3.089677826,-6.978403886,0.001562907,4142290.625,2001335.468,53736.87388,20516.71082,7.7265625,-0.30488,2009.2,0.30241,0.03148,41350,825.79,2743.4,512.58,8.47E-05,-0.015846771
140.5764379,46.90695172,70.02514446,4.225352113,38.02816901,78.125,49.87199403,44.3573027,1.124324316,50.53650523,0.439751432,858.9882303,1222.793728,5.203853036,467.4152175,201.9766129,235.0924523,0.281073202,0.00191517,0.010757622,0.612668831,0.018107581,1.339865788,61372581.97,112.9303173,3230.027807,3688320.628,28.06779838,172.7438431,8031.202126,1.153772373,-9.23456321,0.010940349,1459249.037,846821.6162,17739.53937,3081.595009,3.78125,-0.56783,29651,0.21709,0.032898,266000,24378,9566.6,1470.8,0.001250109,-0.060645924
141.1501666,157.3148332,232.085638,21.12676056,26.76056338,93.75,165.2942057,151.044133,1.094343769,50.20885107,0.315854754,65.89869581,85.89544403,0.51860868,111.9333933,74.4994249,64.48673784,0.293173917,0.001918226,0.048303709,0.7195621,0.022954706,1.563065444,187122338.9,202.4642743,7740.009013,25253835.47,71.69084264,1437.317037,2477.90711,3.046699864,-18.32410549,0.035686377,720369.0622,169997.1529,18625.01764,19835.7732,8.8515625,-1.0075,14214,0.92934,0.034942,1880000,53105,5370.4,1030.7,0.000221004,-0.008321198
129.3362481,64.52007068,87.20250121,10.60606061,34.84848485,117.1875,62.1232636,66.42441997,0.935247363,46.17194012,0.935297356,81.59194354,78.28065178,0.620890924,57.65126722,48.91068344,46.44808061,0.376158771,0.000835301,0.213293017,0.721944094,0.116930555,1.545927972,272992451,260.6065904,3176.816456,52988067.71,115.1643543,536.2871319,9664.142008,0.325972626,-10.43775018,0.029434749,1748648.016,1186247.197,23340.20356,231.8078334,1.796875,-0.85516,9634.1,0.43135,0.03806,246000,9006.9,6015.1,1067.2,0.007250879,0.098606871
101.38874,24.3208238,32.15133218,9.615384615,23.07692308,117.1875,22.96057861,26.06379268,0.88093774,49.79685807,0.618595977,53.15296833,101.4103363,0.539756816,49.45236279,36.45458037,37.89633292,0.292571804,0.001795831,0.033710111,0.751387023,0.019589463,1.446888546,2374838271,615.7720303,239334.5999,219106656.1,231.6524284,3397.062087,15374.19429,2.807454996,-21.31186583,0.049492055,5705729.648,2237646.183,51395.34915,17507.35807,12.8046875,-0.37862,2037.7,1.1003,0.027329,165000,231.31,2233,387.39,0.002716589,0.106335195
160.2350885,57.52378865,71.35501148,3.658536585,7.317073171,46.875,50.6841501,51.74122671,0.979569935,57.98759804,0.511429267,33.26395806,32.83242937,0.213296046,22.06745148,29.7849399,25.67764323,0.299301761,0.002742371,0.015874475,0.701212624,0.01107746,1.586946596,309088607.3,280.5576522,1779.692078,6990813.925,34.77703493,611.2414789,2748.748337,0.431602711,-6.652214785,0.150299557,463595.9048,79917.06409,2610.127407,381.6377597,10.15625,-0.39169,13472,0.38508,0.02717,1100000,903.74,2430.7,428.2,0.003648403,0.051270796
141.0898994,29.67658295,16.87480642,1.388888889,18.05555556,101.5625,12.0064195,38.77848048,0.309615523,53.33149884,1.474056341,26.07203362,26.32315776,0.37489467,17.63070886,24.71265897,24.77565084,0.115069682,0.001595972,0.018011255,0.662930163,0.012694213,1.495052578,19535882.89,60.42134217,1437.105159,5021274.62,30.65222353,368.1606665,6445.905681,1.804972019,-58.70652596,0.111747851,13581217.57,384069.0312,27299.18911,5826.282851,9.203125,1.1716,82782,0.38109,0.039868,14600000,53500,17563,3169.4,0.004388352,-0.11320217
127.7569005,26.13762806,15.16032685,0,16.92307692,109.375,10.74535769,34.32971785,0.313004544,43.89414107,1.294269372,202.5693521,182.1181272,0.882861802,20.2936672,51.46710295,51.89488131,0.390622368,0.002087881,0.081784033,0.607955112,0.028561115,1.120256839,232684117.5,240.8655868,2579.263032,68659054.13,132.9094387,215.0991443,11188.10998,1.777566369,-9.026679967,0.05730659,2456441.892,1455640.657,34569.98223,6605.700964,12.234375,-2.6895,33618,0.28817,0.03374,642000,9526.5,15241,2425.5,0.002457827,0.094460471
124.1060961,72.87646039,125.6536684,48.38709677,74.19354839,203.125,89.56221946,48.94044459,1.83002464,47.95025983,0.299553133,18.48820124,38.7647872,0.078653526,75.97976687,58.10612143,53.96662964,0.401487442,0.001563292,0.089111553,0.826352236,0.043803584,1.94824751,56482598.73,111.1012201,2366.145154,20102391.84,69.25286683,439.1526743,5516.748144,0.536416169,-5.280334182,0.080750195,906520.2728,470725.6352,8982.897091,638.5033109,6.1328125,-1.2955,104000,0.37676,0.030768,6210000,168000,13741,2328.9,0.017751893,0.142585102
