D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,M1,M2,M3,M4,M5,M6,G1,G2,G3,G4,G5,G6,G7,G8,G9,R1,R2,R3,R4,R5,R6,R7,R8,T1,T2
142.8729916,16.72452178,20.90441974,0,36.98630137,62.5,14.87816849,17.79616392,0.836032336,51.98232401,0.458097847,2767.816407,4138.786736,22.50468002,1807.740902,1032.839902,8819.672074,0.331510607,0.023832145,0.045899809,0.60048252,0.023832145,1.430982312,5876295.909,33.49245321,408.6473893,5544648.9,31.7401998,436.5923968,15376.98014,2.632711465,-7.555834426,0.003386299,5685806.617,3228420.094,71885.53568,14295.61162,9.140625,-0.20301,25319,0.25099,0.034486,1870000,2279.9,7846.7,1351.3,0.00049033,-0.029257686
137.8201112,150.8199781,232.4435968,31.88405797,31.88405797,39.0625,165.5841624,136.3296781,1.214586322,49.90443236,0.451903924,130.1186319,122.9950466,0.578874429,136.320631,50.83185303,391.5266204,0.292389682,0.011086189,0.033902803,0.775657843,0.011086189,1.789597457,990429154,507.0457591,829.0729757,46871664.36,99.17739154,2370.624951,18441.74272,2.590079785,-14.05277005,0.041938005,6848122.204,4527460.817,95175.66,14932.83788,8.15625,-0.18592,10463,0.35475,0.030217,1010000,5336.8,4737.6,918.15,0.00020591,-0.022174071
127.1268094,53.08157377,78.20711211,4.6875,29.6875,54.6875,55.74495189,51.06880048,1.091565719,49.82196608,0.322818382,84.46459557,101.97799,0.445400569,94.95852995,31.62897732,283.8459505,0.423915207,0.117641522,0.2263081,0.778207387,0.117641522,1.700848753,829656996.9,461.1567,3391.890965,59080288.33,104.5302583,4460.078329,8155.263038,1.051555965,-10.39667885,0.020057307,1070176.782,751969.5554,16033.09034,2479.989287,3.6015625,-0.57302,5176.2,0.16094,0.035777,36594,3001.6,3564.8,699.13,0.000608891,0.036441125
97.43209643,35.31585793,50.98015891,8,44,156.25,36.41913469,34.70895042,1.04927214,48.66781541,0.675079456,249.5246335,242.8978838,1.51412533,156.7017673,99.71851325,654.1111231,0.158630726,0.01810671,0.01366695,0.74179625,0.01810671,1.566117432,33060434.12,76.82560462,2708.019739,248772721.7,224.2558275,14497.66221,962.7186801,1.04376393,-9.67478693,0.083876009,178577.827,17201.90472,2204.259458,2456.878991,11.2109375,-0.17688,7988.1,1.3772,0.027901,734000,3172.8,4631.5,716.24,0.008503378,-0.149128421
141.7364613,151.7974929,198.8110948,25,26.38888889,85.9375,141.3685664,139.8507445,1.010853156,44.99417463,0.580593888,48.12755772,53.01872071,0.292395391,28.39722946,18.07490771,130.443013,0.35587443,0.013527364,0.092373486,0.641213482,0.013527364,1.514587422,518907182.8,366.0156242,1164.945115,16068492.53,61.06894056,455.2063064,126.3863331,-1.051681302,-20.23837588,0.166449596,1117620.998,3501.451504,2310.542232,2530.838115,9.703125,0.50791,6221.3,2.1962,0.028121,430000,2003.8,4772.9,850.43,0.004166706,-0.124828757
147.7422354,19.69204643,14.04802496,0,11.84210526,85.9375,10.00034641,26.06416188,0.383681872,49.9978024,1.068995616,15.80507928,27.79010331,0.112045587,51.28579943,6.994419848,95.74251772,0.219523348,0.018995208,0.018597929,0.708672779,0.018995208,1.789738247,61499010.32,106.1410612,4750.679558,67529652.06,122.1988018,2653.990863,11257.41723,2.562805611,-11.20300936,0.052617869,3795574.494,1404334.452,42519.93797,13846.19743,7.5546875,-1.8771,80148,0.2801,0.044546,3050000,16020,19507,3826.5,0.005471226,0.042145665
126.6033492,48.67967109,43.99368342,17.1875,54.6875,140.625,31.34436358,61.13609425,0.512698169,52.08582805,1.112450493,265.1382978,245.5593553,1.132087247,25.56702872,98.49597209,538.8655854,0.401639975,0.043484679,0.071394824,0.649147383,0.043484679,0.957743624,1689756586,653.6362434,12803.7731,93664943.55,154.6728994,468.3285271,8821.695204,-0.445923665,-32.01993335,0.124772076,181394.8532,359153.6977,10925.34975,340.7221549,10.6796875,-1.3364,51798,1.8279,0.037582,39300000,21569,25371,4755.2,0.001749368,-0.043802762
113.5090582,242.5635038,349.1667899,62.5,73.21428571,179.6875,249.1478264,238.0575226,1.046586656,51.77184517,0.429564507,54.27169335,123.740596,0.378709173,157.9976439,21.19892686,341.139504,0.271961416,0.023356801,0.023199279,0.704012918,0.023356801,1.459654933,1925345063,657.5818097,68996.07467,535161928.1,306.9776125,45141.58645,-8979.132082,-9.161829054,-65.7769853,0.202917426,14355928.08,3239110.472,213891.9109,179966.3154,6.234375,1.5821,276000,2.805,0.034933,77300000,393000,54339,10557,0.000965775,0.079129194
122.5899703,55.06173536,84.17589497,3.225806452,24.19354839,70.3125,60.01280684,49.85899507,1.20365055,51.61546945,0.375867895,159.8313026,89.66991537,1.32072555,18.36968753,69.30193553,269.8152538,0.279491659,0.019461098,0.035444255,0.684395893,0.019461098,1.091086234,43059170.91,85.48114126,3907.317777,116145181.8,146.6231657,8750.067032,21158.44477,3.517535564,-16.29105685,0.035946861,12537623.54,5748006.155,127287.9635,26504.04249,9.0078125,-1.0067,24474,0.17817,0.035992,233000,43031,8484.9,1637.4,0.012889098,-0.195872862
127.9920687,40.1526809,51.99908755,15.38461538,21.53846154,171.875,37.05035801,39.0558873,0.948649757,47.55686441,0.61224322,152.1534957,183.7449775,0.729789324,20.77990574,51.00332365,358.4369946,0.28106806,0.022998613,0.021920394,0.575789702,0.022998613,1.055012245,42280585.29,83.9213839,3968.803952,2512649.391,17.91537565,333.4619335,4886.433694,0.957621954,-3.558654315,0.035425892,619849.9191,308976.3071,7644.260036,1925.245654,6.375,-0.34224,27162,0.049518,0.035495,25771,72283,9574.8,1810.5,0.001156705,-0.066804203
155.5726202,56.38844979,79.23762016,5.063291139,22.78481013,101.5625,56.39074969,56.85612253,0.991814904,51.50335269,0.502281773,280.9996928,341.5913739,1.042956568,61.24297535,93.55708493,687.6231016,0.287783292,0.019007596,0.04809509,0.574324074,0.019007596,1.295722637,187073381.3,200.6312143,8466.347009,1526999449,614.6077674,19918.58599,34517.12646,5.550589745,-15.45960648,0.046366241,28890788.91,16858936.46,372016.1191,67399.66946,10.328125,0.10781,10786,1.3586,0.041155,1060000,152000,7228.8,1133.5,0.004055789,-0.091572735
123.8906402,178.9414438,272.6656811,61.29032258,77.41935484,156.25,194.2941455,155.2571153,1.251434725,51.70404005,0.58988539,1729.995678,1930.248353,5.834297679,3067.266068,516.7982591,6763.089525,0.21552485,0.018402622,0.033974462,0.52804995,0.018402622,1.564661115,55358284.45,115.4388081,1090.38544,6900813.236,35.32613657,549.2939008,12068.62699,1.827350237,-5.721283494,0.005730659,3440472.644,1980710.765,42871.16143,7091.612543,6.9453125,-0.8126,3876.8,1.495,0.032139,256000,1078.8,3752.1,637.43,4.80E-05,-0.012659064
152.7212342,142.3351751,153.9135118,12.82051282,23.07692308,62.5,109.3296597,149.7239116,0.730208412,43.11680374,0.40361447,4.193156671,14.5618513,0.015044046,34.26573075,1.500573216,53.64804208,0.363207588,0.01966069,0.061606988,0.866975933,0.01966069,1.915756754,5726684562,1186.190663,84297.76814,1240373.206,12.82048556,158.6903313,197.6306895,0.218554233,-32.3069655,0.50403751,2521.773173,1755.023072,174.389912,105.5185259,14.875,-0.011396,5256.7,0.66785,0.035977,1190000,2626.5,6459.6,1116.2,0.000822617,0.055844646
79.69035887,293.7498934,367.610806,90,92.5,453.125,263.2771375,324.1182884,0.812287202,51.48065062,0.65561298,1393.575314,1182.304084,6.134238394,56.86013609,503.4788661,2643.248187,0.202149838,0.020780683,0.023320241,0.600840051,0.020780683,0.696578172,344605903.9,271.0684302,16267.26321,5647080.052,34.46324232,282.9523776,126.0546906,0.006560941,-31.32576765,0.500911696,642.5799107,3884.187264,224.0507318,79.29323123,14.9453125,0.01103,196.75,0.70997,0.020086,790.91,4.9217,224.16,31.786,23713.97868,213.6870315
88.28491798,249.1712322,299.5713121,88.63636364,90.90909091,46.875,214.2077333,280.6480014,0.763261211,47.79345745,0.808612782,681.6277102,758.5527092,3.982353208,425.5164076,295.0839749,1879.207521,0.296925311,0.044271086,0.062638244,0.668126637,0.044271086,1.51466756,11513012.26,42.27198814,1211.574809,15452067.06,60.09816369,412.2938861,144.0567325,-0.012381131,-11.59110541,0.499609273,1267.476966,1912.822248,155.4174825,40.88831489,15,0.0078308,31.692,1.8781,0.02101,171.94,21.626,133.16,22.877,0.235906539,-0.188646725
79.5182713,334.2532618,462.1437511,86.48648649,94.59459459,101.5625,331.0511895,333.1824097,0.993603443,52.96745472,0.874556945,33.41004691,31.84529789,0.143202894,5.631381092,12.13710045,71.5022107,0.23124753,0.009489802,0.012146599,0.720841194,0.009489802,1.179643053,403216897.8,300.1328683,14928.54948,208856848.8,231.9539415,587.3263446,148.2276151,-0.075011258,-48.7796331,0.50117218,752.3023086,373.2304549,9.90480717,19.71390637,14.9609375,-0.036175,476.52,14.563,0.019992,948.32,0.029631,275.59,44.052,95967.30961,-1028.120791
89.87027449,302.0948855,439.5732602,97.61904762,97.61904762,15.625,314.6799117,286.7802142,1.097285991,50.20849584,0.491439096,13.94155505,19.84320813,0.089186885,10.39952372,6.265001067,44.72923299,0.372247766,0.024391674,0.106770954,0.810644762,0.024391674,1.459588488,503550888,354.8728876,5199.631471,262691277.6,249.7667585,6027.322828,774.3178726,0.153319266,-29.16071677,0.495181037,14038.20938,6023.071523,229.4560806,51.65408303,15.1171875,0.10142,238.94,5.5986,0.019992,5638.8,30.909,495.56,115.61,31861.75784,159.8530691
86.93374714,322.0073279,497.6660615,90.24390244,97.56097561,218.75,356.3821168,286.2316652,1.245082778,50.36497577,0.261409346,63.0173294,107.4976226,0.461343663,38.94246337,20.73124798,211.7584948,0.222192213,0.022112716,0.024568532,0.704051794,0.022112716,1.316850265,3496110458,935.4330372,35419.68853,86146444.3,149.0483167,218.6260871,275.9958605,0.038103928,-18.85224814,0.505600417,2566.7313,810.2054784,92.84251957,4.170555944,14.8203125,-0.0062842,86.935,3.309,0.020373,69.455,7.9992,206.94,32.961,55705.82649,421.0841596
82.22600262,267.0440009,349.8802343,85,90,343.75,250.6335181,281.8937886,0.889106211,50.63732585,0.779020368,81.54770067,72.59584446,0.642500076,13.47499511,33.56159311,168.914508,0.325818888,0.021696067,0.057235256,0.686355091,0.021696067,0.901148138,23245372.19,61.05899511,2325.887156,4203365962,1026.601391,40726.74276,-254.2740663,-0.039178425,-9.553426026,0.500651211,1106.467782,2600.890838,20.98826195,7.26609797,14.9609375,0.20898,288.2,14.297,0.021591,20621,202.41,845.28,203.39,10201.21929,-191.3330534
64.70023342,363.6989141,426.6678937,93.5483871,96.77419355,765.625,306.8553378,417.1334995,0.735628613,51.00440403,0.881370537,103.7847426,108.3833743,0.769587321,30.21020636,41.37067957,244.4936404,0.32613812,0.024762376,0.090261535,0.603138885,0.024762376,1.050913503,24023679.41,73.65061744,831.9697216,3595051.163,28.35468038,132.2577834,438.2161825,0.007016788,-21.22399701,0.505079448,7038.477272,1504.651803,43.8707932,9.89208449,14.84375,0.0092879,132.07,19.067,0.020041,4564.5,5.866,550.25,112.71,66402.65819,557.0124101
63.7140286,362.8629695,457.1074767,93.5483871,93.5483871,812.5,328.0369131,386.0004745,0.849835518,53.19851711,0.675502012,68.30100859,118.5449717,0.457906541,57.31137633,27.15892579,246.1954438,0.36047344,0.033482147,0.159501348,0.695689958,0.033482147,1.245318958,4029456707,997.0485402,55246.27961,15561246.3,51.25828936,1425.366851,-177.0393132,-0.010500762,-28.62704671,0.500130242,677.6362183,3771.068268,5.53046361,146.9033153,14.984375,-0.0030525,44.846,0.93829,0.022199,873.68,26.571,179.87,22.661,211081.0279,658.6891273
93.81349342,265.0837125,379.1724917,86.66666667,91.11111111,132.8125,270.9633397,252.6964579,1.072287843,47.5678388,0.585051765,508.4487819,297.9956895,3.214738839,73.15585913,231.9245386,885.0602686,0.247455214,0.011375761,0.052492879,0.64782117,0.011375761,1.276181367,56221548.93,107.8923869,3001.042736,95232083.39,152.65338,1497.357213,135.1529892,0.019226977,-22.88188609,0.50638187,1338.483892,364.7501463,13.19214642,15.82543841,14.7890625,0.038446,119.67,4.7813,0.019992,979.37,16.425,269.5,60.888,3850.104374,-24.66819444
125.1949508,29.04279034,26.87164446,6.349206349,44.44444444,46.875,19.15602518,35.23580443,0.543652273,50.25585661,0.794381847,1.181564579,6.591313112,0.005244701,4.457683676,0.345079359,12.46059691,0.364635326,0.015328022,0.019941505,0.786057721,0.015328022,1.599764435,533329124.3,363.931253,6443.513874,3891979.168,24.95431485,390.9202141,11947.26407,3.219484581,-6.567869947,0.020057307,4349520.491,1725993.711,55065.2409,22088.2839,9.34375,0.13117,18768,0.16088,0.026795,948000,6944.8,5082.9,1055.5,0.000957493,-0.041215122
133.9366164,32.23213503,42.43005263,7.352941176,36.76470588,140.625,30.22670407,31.76120824,0.951686216,49.01101233,0.803638202,712.3705576,535.5747528,4.97321609,37.14440706,266.6550903,1293.505023,0.139493461,0.020955602,0.016620944,0.511889804,0.020955602,0.70201413,159038840.6,202.1739917,542.1830302,6040568.369,29.44057442,706.5012421,-3464.449724,-0.286745808,-10.25324753,0.064860641,145863.3792,116152.3513,2523.270392,191.6641108,1.125,0.21905,1602.8,0.82927,0.030256,521000,851.36,3008.3,586.72,0.00783255,0.130048805
148.4707447,142.5805172,212.5967293,18.91891892,21.62162162,62.5,151.3688609,135.0782995,1.120600877,50.27621879,0.47589741,65.7566176,61.32796714,0.614349945,20.89696685,28.09104178,149.4388795,0.23457169,0.029653166,0.048406758,0.669934436,0.029653166,1.305114186,614260472.2,397.6957902,1802.192398,9704270.902,42.00118167,763.2533834,12862.26898,3.304568622,-20.4946381,0.010940349,5176775.918,2241730.682,60487.80509,24015.90374,13.59375,-0.51384,9209.8,0.40499,0.031705,411000,4826.4,5378.4,1030.1,0.000423836,-0.020919251
117.312618,152.4263008,224.5019349,60.34482759,75.86206897,70.3125,160.152907,146.5420926,1.092879897,50.27757336,0.747252305,1894.471566,1686.721784,6.597432638,95.20240883,658.1257852,3689.276184,0.28473274,0.080943921,0.132335932,0.458635452,0.080943921,0.73428211,154700700.6,185.4430467,5899.053403,5313403334,700.8591557,892727.7098,7254.939954,3.791269453,-16.94427029,0.013805679,2492466.54,577088.4783,35332.42457,31722.20191,5.1328125,1.0832,57935,1.0294,0.034154,3090000,36017,18572,2870.4,0.009387359,-0.158623959
142.2294241,133.5087513,213.7885002,36.61971831,50.70422535,109.375,152.2626722,113.8171372,1.33778336,50.63550302,0.466180177,328.6508124,246.4185113,1.638989848,34.032142,130.3037315,613.1136689,0.331006981,0.01800552,0.078273176,0.581820251,0.01800552,0.966865063,240546098.4,212.4064844,17530.26368,13306628.66,47.69561093,1190.706659,-13692.30376,1.792234297,-57.79490715,0.106798645,11012559.9,1845812.391,46433.04925,6497.493296,7.1328125,-0.13109,15527,0.26327,0.031275,317000,3564.9,4833.9,1026,0.006824622,-0.155292033
143.8547203,20.02749639,14.91723859,0,15.06849315,54.6875,10.61507556,26.19833941,0.405181237,47.59203907,1.460929907,43.54188871,75.10545214,0.211169481,152.0063631,16.27774166,272.0094074,0.431136826,0.053639106,0.119604074,0.777635409,0.053639106,1.905848442,1497588673,605.8063676,23001.68534,97282345.85,125.0632668,9695.648428,5055.662095,1.183585408,-21.98814717,0.171659286,255106.1039,606091.5209,8861.264302,3074.947001,9.296875,0.28696,33201,0.23525,0.028631,294000,32588,8153.5,1461.2,0.000875626,0.011585665
150.0516801,16.97864245,10.05931729,0,3.896103896,15.625,7.156908942,22.94425703,0.31192594,48.1133545,1.085041514,21.88864222,54.31251304,0.113552202,74.92973602,7.673092541,152.4674687,0.34659486,0.012340406,0.018040588,0.785959859,0.012340406,1.895589301,273612795.4,264.6104079,1234.985798,17259114.84,63.24486478,494.7770824,6020.407504,0.843646488,-23.47445643,0.01328471,759617.414,481035.2728,9731.357854,1558.612225,1.4765625,1.1396,133000,0.17057,0.033713,1290000,72672,15074,2724.8,0.009517792,-0.148054526
133.5415619,90.02009675,118.2988652,64.17910448,82.08955224,148.4375,84.2909348,95.37229378,0.883809453,50.01635406,0.646398371,68.69879334,51.84085574,0.473123039,7.029457037,27.56895038,128.4396937,0.282962689,0.035879605,0.040649859,0.671897854,0.035879605,0.951710609,127741153.1,169.6463153,4487.221558,13100493.1,40.87508333,1741.267762,15578.48772,2.964689005,-11.63225617,0.010940349,6072949.699,3060396.948,74355.10448,18758.44453,6.7734375,0.91332,22212,0.38152,0.031323,98322,34194,5648.6,948.21,0.000982807,-0.023100894
120.1701748,212.8138315,358.0438533,55.93220339,66.10169492,140.625,255.3861269,162.4825119,1.571776088,49.71006852,0.449573589,463.8761334,300.6110763,2.860990031,39.05720295,197.96285,808.3065202,0.345289599,0.154510899,0.205783229,0.58694324,0.154510899,0.747903314,9879987.798,43.58430693,673.4970685,15360276.07,59.3510378,477.6505951,21718.58596,3.329777887,-16.81259144,0.023443605,11417280.02,5883506.072,133514.0933,24210.48792,7.09375,-0.15958,13385,0.11292,0.037107,61421,10385,5448.1,993.76,0.024222505,0.279057064
132.8844194,19.6637809,12.92036018,0,7.352941176,78.125,9.189175036,25.63014488,0.358529968,53.80535562,1.494785686,123.0079732,148.3306262,0.708502346,45.47140722,47.82488411,319.1037773,0.226687058,0.01143847,0.027785433,0.580443976,0.01143847,1.361927038,226670319.7,241.1764098,862.8931483,1329098.659,15.55003747,104.3429497,3309.024555,0.64495422,-11.21415985,0.01562907,256612.7807,145436.2137,3599.352102,910.151386,2.1875,-0.22541,4076.6,0.46394,0.033052,109000,1365.9,3492.3,674.33,5.89E-05,-0.004361675
141.6854872,14.22672968,16.21227974,0,20.83333333,46.875,11.54534047,16.53312332,0.698315754,50.21751919,0.981568851,1506.317887,2565.423639,11.48212502,803.8376157,532.9458543,4929.137749,0.266465514,0.013051991,0.007647446,0.685409904,0.013051991,1.398113296,12697172.96,46.48545971,1145.955921,9198386.644,40.34577303,767.8317437,1906.954708,0.977953741,-11.3416915,0.014066163,198928.4297,54762.47492,2468.545534,1993.858083,2.984375,-0.58038,15704,0.97454,0.035434,469000,58849,7810,1378.7,0.000232878,-0.015148615
137.6744905,197.4903224,288.3995715,24.63768116,31.88405797,39.0625,205.4455002,191.9478241,1.070319505,50.71202876,0.477097081,143.5938029,134.3918697,0.839752282,135.9726,54.9657513,416.8899131,0.278847533,0.02918508,0.057918477,0.753654436,0.02918508,1.664069998,410862612,296.8342172,18889.83862,202344405.1,225.1202709,2015.243945,-25168.74804,-2.248097775,-51.47889705,0.193539984,18783186.31,11499015.79,170339.3339,11312.56365,8.78125,-0.31503,9885.2,1.0039,0.028671,287000,21396,6688.6,1047.6,0.007343289,-0.079262749
122.8090654,82.8624156,119.3645437,29.50819672,49.18032787,156.25,85.09234427,79.06352484,1.076252854,47.71993411,0.757626607,83.29235536,121.0864959,0.446393293,102.5003046,29.72756078,309.2977096,0.418192342,0.023240447,0.144110839,0.731547579,0.023240447,1.710818442,118193307.9,158.0374277,5805.19047,119031087.7,174.4189648,575.853758,13611.89265,1.737217941,-10.56325852,0.00520969,4098485.33,2425748.174,52360.04115,6380.821606,4.75,-0.078585,7029,0.17674,0.035782,141000,5585.5,5853.4,938.7,0.002260733,-0.066966528
110.9567849,78.69739456,106.9744686,23.21428571,46.42857143,156.25,76.33894592,81.44229008,0.937337909,50.55195936,0.544291445,856.5448275,525.2425219,5.092184489,81.14346128,346.9565488,1470.615586,0.267182621,0.059712319,0.089465826,0.614032757,0.059712319,0.93897707,677759814.5,389.7015532,24639.06758,71995679.78,122.8793085,3650.501126,-5273.780634,-1.015478075,-29.01645946,0.181036728,1316129.48,315512.5352,2963.132909,2126.135236,9,0.16204,7401.7,0.45488,0.028178,50986,4637.6,3066.9,485.24,0.01019484,-0.082389817
142.7798316,170.8539863,230.5086658,33.33333333,40.57971014,62.5,163.9767798,153.6496237,1.067212375,53.05057559,0.557631596,52.26598195,66.3927683,0.4208562,181.5037814,22.32766826,302.3162494,0.269613396,0.014578952,0.024043088,0.69545134,0.014578952,1.799538749,12968403.99,51.9616324,677.3536916,62444170.77,114.4777826,3157.162267,-6452.778767,0.94473982,-18.67676337,0.163323782,1144326.424,762880.8323,12168.5541,1984.509584,9.875,-0.3076,56595,1.7627,0.033553,4920000,1457.8,9946.2,1650.7,0.004280474,0.179514689
152.4282593,17.80241597,9.231003165,0,3.846153846,23.4375,6.56851974,24.43708063,0.268793144,51.47159895,1.271312887,23.56168077,40.09764689,0.104090069,47.82205829,8.524771952,112.3485401,0.316783261,0.021986905,0.029966916,0.765972146,0.021986905,1.772753538,7315291084,1359.707994,56232.53519,385870020.8,314.0843887,1838.460119,-4855.53189,-2.725243842,-92.03216708,0.148997135,4190202.908,773471.2004,11465.33054,15977.00645,9.7734375,-0.68327,49433,0.39116,0.041153,2930000,47385,14538,2636.5,0.00049913,-0.03810095
143.9513566,116.2165828,163.7007065,2.816901408,11.26760563,31.25,116.5889812,117.4456374,0.992705934,47.56181048,0.414523484,223.3175667,217.4061804,2.036025589,41.79997048,89.87481546,486.6526239,0.317099294,0.010896494,0.00680011,0.710762807,0.010896494,0.997997563,82421760.35,123.463741,6222.325136,103034453.8,157.6070981,1992.410505,4955.658542,0.878320061,-10.29097113,0.114873665,124781.3675,188638.6498,3744.027696,1549.261538,10.25,0.3246,52214,0.54875,0.035207,3630000,39644,18243,3219.2,0.003762075,-0.094419177
121.7712969,186.3999679,292.3833311,46.66666667,60,187.5,208.5203798,164.8226837,1.265119431,49.28036777,0.589891522,23.09776906,48.88495798,0.109694,48.01999549,6.52921252,121.1872469,0.323506119,0.011192944,0.041706583,0.772366527,0.011192944,1.791720545,242110424.5,245.3533959,2852.043545,263015433.5,242.8169586,9536.010445,-1404.925429,0.701419019,-9.443301261,0.094555874,191905.8133,24698.76973,1288.387211,1063.094349,7.1640625,-1.1466,50504,0.22804,0.034588,2720000,274000,9823.3,1870.7,0.001511073,0.003772645
