D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,M1,M2,M3,M4,M5,M6,G1,G2,G3,G4,G5,G6,G7,G8,G9,R1,R2,R3,R4,R5,R6,R7,R8,T1,T2
141.8906591,75.44773758,115.3343425,2.777777778,37.5,109.375,82.13369842,69.22030133,1.186555055,50.31270288,0.071788662,3044.443826,4728.439869,14.12050176,906.2208682,1016.213738,8735.127967,0.34720763,0,0.296602889,0.506448898,0.219674856,1.037537985,12684964.09,46.16973378,1172.036967,7313725.402,41.15491256,210.9440955,5265.722108,0.714842877,-7.206097799,0.029695233,582471.1296,337316.0097,7132.293068,1196.207859,3.6484375,0.74216,19691,0.40341,0.037035,403000,10300,7326.2,1291.9,8.35E-05,0.023065801
149.448422,77.26089769,107.0112892,9.210526316,19.73684211,39.0625,76.16352785,77.36722517,0.984441767,52.98631416,0.519299906,131.0203466,109.9807076,1.204951436,136.7642545,60.45316694,380.7367746,0.335061201,0.001370975,0.119547324,0.722623086,0.081367063,1.615911588,114004866.6,168.8456922,1180.2069,2202067.054,19.0255752,211.5375382,13313.52166,4.181629663,-20.30790331,0.070330815,6005625.864,2180498.313,77441.62279,37367.85395,11.546875,-0.44294,9184.4,0.68864,0.031104,628000,5550.4,5249.5,959.62,0.001754618,-0.008489103
127.0101895,66.09616154,96.36422084,4.6875,40.625,54.6875,68.6868829,64.27922778,1.068570443,49.62186124,0.162301357,169.1497329,150.850462,0.751373476,77.0914865,61.8695691,399.3298238,0.397068212,0.001155011,0.156842876,0.788325777,0.024030061,1.574221263,518229323.9,350.8948106,11831.4661,429804842.7,323.184144,7482.302009,12826.45678,2.66706484,-15.74886307,0.026829904,5789502.811,2508260.183,59882.68014,15558.23797,6.546875,-0.48571,10625,0.22473,0.031056,422000,59683,4907.2,893.42,0.00062599,0.010846711
100.2656236,41.97220619,43.69416079,11.76470588,37.25490196,171.875,31.20512563,50.56259342,0.617158328,48.71589522,0.767161945,641.3803601,526.6506766,4.306440475,148.7343498,251.8518568,1324.855223,0.276163913,0.001473277,0.044452394,0.709321526,0.013974624,1.288008051,99600965.92,149.4704162,3597.283023,44468796.47,103.2144903,927.4262613,-3296.066731,1.087425843,-18.99641867,0.056264652,218629.647,155070.9049,4529.028569,2495.944606,10.6875,-0.42047,1600.2,0.79696,0.027654,1190000,727.16,2816.6,526.62,0.018262254,0.199630998
141.9649667,194.1504667,256.0375862,25.35211268,32.3943662,78.125,182.3530518,207.7753186,0.877645396,50.643831,0.805146693,106.3148619,110.2997289,0.677396048,84.79880445,46.32786558,303.2950943,0.306638989,0.001066004,0.02750796,0.661774801,0.018224026,1.446486531,133822326.9,163.8584233,8002.065289,28246692,78.37043896,1214.299895,-804.6394091,-0.938898545,-25.64902152,0.142745507,1312050.248,234186.7892,8005.062911,1962.523712,10.46875,-0.38205,6196.7,1.6586,0.029412,70699,2509.3,7095.2,1427.1,0.007057969,0.07622633
139.4488848,29.00107856,14.63852699,0,15.71428571,39.0625,10.4248847,39.93922684,0.261018691,51.32625196,1.513755142,106.3977055,80.77320402,0.516991029,26.18337575,42.25393426,214.4679054,0.273936865,0.001677437,0.038932432,0.714405765,0.010151971,1.407267928,30111144.05,83.68400065,838.6501969,46324072.51,106.7641907,665.1413377,34885.99426,1.444862026,-44.27441904,0.108101068,21899533.77,21430236.87,324348.1625,4758.08734,7.953125,-2.9632,63355,0.73331,0.047146,17400000,193000,16888,3290.4,0.001746124,0.043330298
94.31075944,661.6686814,896.385668,31.91489362,65.95744681,54.6875,640.8439441,694.5122367,0.922725202,46.44020497,0.93233683,339.8843353,322.7330428,1.862438798,24.99996292,129.8574829,691.5923828,0.33411227,0.001060306,0.007564725,0.685052238,0.012746255,0.910087611,881244284.3,443.2706409,33010.43441,3418760.806,22.68343307,375.862038,-1497.032972,0.248121283,-28.78534726,0.132586611,660478.8365,164318.1041,158.9943384,102.3109043,10.515625,-3.0584,53002,3.4605,0.036726,2940000,48397,16386,3890.5,0.03244326,-0.362553762
117.6265772,115.5928908,193.4203901,58.33333333,70,203.125,137.9396401,89.67330469,1.538246423,49.62350946,0.543963064,28.35830948,54.66731212,0.163629921,62.62538712,12.36482943,146.9472214,0.329691066,0.002249209,0.033443206,0.749098783,0.024068751,1.840264651,33000637.62,77.10445526,2649.509003,38285143.19,85.02710967,2741.193845,4172.027828,0.618939768,-3.263337377,0.061474342,422266.1703,239947.7639,5337.563235,795.6684188,6.25,-0.060017,70513,0.58423,0.032761,11100000,47100,11386,2112.7,0.002299459,-0.063986159
126.8937383,34.29507053,37.92282781,4.615384615,18.46153846,140.625,27.01346639,39.72259347,0.680052938,53.41979219,0.808915243,146.0634982,96.45134969,0.854716584,53.76640881,59.12303901,297.9807489,0.432164284,0.000222535,0.238466598,0.715749922,0.076046816,1.140679286,16679187.46,53.6853279,1461.804647,300971028.6,275.021375,2741.82935,25037.52343,2.3658667,-40.3017346,0.069028393,10672152.61,11049592.92,202804.4956,12220.07468,9.3984375,0.10528,14023,0.29527,0.038991,56370,24141,6827.9,1328.4,0.000606444,-0.047480914
130.9688388,47.92571933,78.21959417,25.75757576,33.33333333,179.6875,55.74002045,39.33466073,1.417071341,49.68690168,0.46734756,34.51300491,79.19278283,0.260152284,51.10737102,12.9766766,166.0383419,0.309167423,0.001873053,0.050995227,0.668683606,0.029060961,1.60807086,2323612154,581.3410584,267219.494,62332460.36,108.6021349,4439.143864,-2586.980351,0.769938147,-6.893104897,0.063558218,226425.145,52718.786,1986.010423,1277.981991,6.09375,-0.74928,37426,0.11677,0.036912,192000,88725,11521,1983.1,0.000425523,-0.045438778
147.4805437,89.14969568,122.0497093,5.405405405,31.08108108,85.9375,86.80730205,83.139691,1.04411384,57.38861278,0.470064088,175.2962338,209.4098409,1.106219043,65.67449274,68.27503771,453.444437,0.306245945,0.001960741,0.072224955,0.637267195,0.037228896,1.408849483,55968575.68,111.1576034,2219.715178,296518703,267.9259861,5435.493739,8898.810928,1.761469132,-36.84719997,0.09898411,4191823.56,1739186.186,30620.12613,7940.542024,7,-0.81803,9720.6,2.6624,0.040642,31184,1492.6,5929.9,1128,0.23940127,0.524296356
133.9614388,131.906897,187.1988981,58.20895522,74.62686567,132.8125,133.3710446,113.5961445,1.174080733,50.46404145,0.509118949,2526.049557,2888.445806,17.07040731,1737.357667,950.0698774,7209.745214,0.187249284,0.003116822,0.051701895,0.505207735,0.016289636,1.538696898,92645386.21,150.8494283,1371.209727,80720822.87,138.5602257,1822.586095,7924.751676,1.288819941,-5.228529682,0.009637927,1551604.884,879696.8106,19363.06973,3674.621911,5.8828125,-0.96553,2743.3,1.809,0.03163,570000,3108.1,7317.6,1214.4,0.000189977,-0.016647604
139.0286651,247.1422021,313.1886652,26.47058824,33.82352941,46.875,223.1291706,272.0073109,0.820305785,50.05008436,0.635344319,2.303595258,8.830108974,0.008627641,5.552704127,0.759765165,16.86064527,0.338886304,0.002300652,0.055082499,0.788937388,0.018983362,1.65550764,450209245.7,309.3274405,21564.14127,42450847.16,103.9133252,256.9958764,-128.3693347,-0.013260265,-111.0550581,0.498306851,917.9137886,116.2026524,6.440245514,0.25664711,15.0390625,0.19605,7276.8,1.3724,0.038431,1820000,10183,8698.9,1541.6,5.55E-04,-0.040234479
86.3751305,273.7248735,375.8230713,90.24390244,95.12195122,54.6875,269.0853858,279.5035979,0.962726018,49.08629059,0.755354826,1296.055123,1164.324354,8.280487187,61.94953869,492.8016113,2536.334715,0.307772349,0.000624926,0.101862324,0.587671453,0.075601118,0.64502946,14965545.95,50.70639519,1326.484516,18991005.31,65.00897136,719.5953375,19.34963059,0.044632309,-21.04032916,0.491013285,3215.091015,925.9638054,71.25328463,5.32570221,15.2578125,0.018315,105.54,0.38404,0.020465,68.08,10.544,277.16,36.727,4034.354842,45.37499366
85.82515755,235.3704128,352.6142381,88.0952381,90.47619048,265.625,252.3907671,215.9780504,1.168594524,48.98559812,0.745189876,602.8313993,840.6640077,3.5239759,293.155053,213.9630277,1750.666382,0.283226965,0.002006213,0.03834346,0.622893872,0.02436718,1.404112688,42700893.95,97.2385512,1665.122251,2112136.535,18.22199985,218.0510615,-107.083933,-0.007928482,-17.34747185,0.500911696,3458.649802,1257.024628,27.36081427,81.10823889,14.953125,-0.0027758,67.241,0.56413,0.020365,312.36,0.65785,138.03,19.688,0.245826764,-0.250650579
73.35242329,402.5347988,631.5185928,82.35294118,94.11764706,656.25,453.4736177,357.1977363,1.269531052,49.27467837,0.387021788,136.7891168,77.99535155,0.704099465,17.10302119,51.95490382,233.3084388,0.255770589,0.00073427,0.092947335,0.661286538,0.054018523,1.023655007,3616635275,958.4101106,23288.22743,5633568.211,30.41182595,542.3371308,-744.0763432,-0.068963144,-32.58522931,0.499348789,9303.437997,6187.093607,132.4850478,17.35125926,15.0078125,-0.059561,363.67,15.977,0.020006,5287.4,87.637,506.37,114.69,344674.1946,-235.4850676
73.24164721,419.1828235,585.276128,82.85714286,91.42857143,257.8125,419.908556,412.2775337,1.01850943,50.19936143,0.599646173,11.85947081,17.01545171,0.07011497,18.02214623,4.582327043,47.46716536,0.350301277,0.001961361,0.0398274,0.836833176,0.032635688,1.644748374,41756873.03,81.92873554,4162.95208,1450850747,612.0227705,3254.691363,367.0955212,0.020423575,-31.46004101,0.502474603,5924.782537,702.2342196,9.509883271,0.33630722,14.90625,0.09865,243.44,11.312,0.020019,6430.3,18.877,626.62,145.33,252222.8451,-188.4709362
91.2433615,246.6941644,293.6523033,75,90.90909091,195.3125,210.0682743,281.4012892,0.74650786,49.63446481,0.767536579,69.45281666,112.5256618,0.25018802,43.67247337,18.9655418,228.0174468,0.28325579,0.002242763,0.01998146,0.665573389,0.021380425,1.272041942,624750260,386.4069171,13388.56125,24463519.2,70.58396382,1388.973888,593.8774427,0.16652255,-28.17241671,0.500390727,12686.78637,1920.504879,285.9721744,16.47141511,14.9765625,-0.086847,255.4,5.8183,0.020387,303.12,40.347,781.44,162.65,18116.37501,243.2276089
80.72775255,335.9230948,513.5164848,87.17948718,94.87179487,195.3125,367.9636795,302.5110002,1.216364625,52.61915428,0.572595015,65.7037745,63.94545845,0.377753043,12.26224216,26.13395294,142.9684695,0.347631742,0.001985063,0.073391355,0.686526608,0.025165778,1.114946963,516899050.1,356.1299816,7782.590533,80330716.49,141.5583566,880.9185021,17.57497566,0.013447488,-11.21803946,0.507423808,605.1461409,40.70801658,0.18200786,14.88934034,14.7421875,0.060115,64.539,0.30718,0.021215,3114.6,62.817,341.41,65.385,2130.975289,-5.525829944
69.36218211,469.7813767,569.8365616,90.90909091,96.96969697,148.4375,409.3823329,516.9763541,0.791878254,51.45982364,0.709270159,46.4178014,47.14823404,0.249252955,28.77870979,17.72086442,123.5586705,0.200787219,0.002879277,0.019847178,0.670998137,0.00910424,1.379479646,139176351.8,177.2853408,4815.003476,34649468.72,92.58380517,451.6557868,141.0382973,0.069166647,-21.15285749,0.502474603,129.4245141,630.190092,42.73719454,8.674395934,14.9140625,0.048377,114.35,4.2284,0.020105,236.43,30.071,417,90.071,36425.48216,87.01179824
90.79218869,303.1752427,440.7353565,81.39534884,95.34883721,23.4375,315.4150213,297.179419,1.061362265,49.46066142,0.55728113,49.29939778,102.190394,0.276770102,27.12887672,16.85788527,180.5625182,0.341257111,0.002117524,0.058976782,0.750202577,0.020647372,1.36747749,14964203.76,54.57092883,919.1811589,13328723.64,57.01658573,220.1880741,322.5936585,0.089012274,-23.01739819,0.499869758,3704.056757,1689.870811,165.4518231,9.853563578,14.9921875,0.044771,46.121,2.826,0.022133,186.33,15.327,274.75,32.781,14003.02603,92.64315874
80.17203149,306.1064446,437.3765355,89.74358974,94.87179487,601.5625,313.3350832,295.4452161,1.060552232,51.56269302,0.660573333,141.8356362,169.3374494,1.375641806,77.00278893,58.33488278,391.6414431,0.249397508,0.002969847,0.015183007,0.661614838,0.009655142,1.41587685,215932357.6,231.7977963,2502.81821,3972149.025,28.29195415,234.0400869,103.0336312,0.030037064,-15.31524296,0.499348789,1843.176162,757.4334123,12.88931791,35.34836933,15.015625,0.016761,63.654,1.2144,0.020046,358.67,11.073,173.09,23.862,3922.307751,52.81484382
113.7336226,34.15438423,46.75491746,12.06896552,48.27586207,70.3125,33.35230486,35.21989603,0.946973405,49.1233942,0.686123983,1.960974129,9.887277584,0.005180053,4.630072996,0.551949714,16.71086352,0.301164625,0.002026506,0.027234166,0.723375278,0.011767973,1.491017423,91780500.21,144.8290898,2926.46878,21997211.74,71.75444098,579.8917693,23716.56355,3.404213519,-16.35616487,0.042719458,13736480.25,8184075.585,178472.5575,25317.14452,8.6328125,-0.17868,24152,0.37174,0.027856,142000,16135,6445.7,968.29,0.001266312,0.051021792
135.2445772,27.32852228,28.15641755,5.797101449,21.73913043,39.0625,19.9802883,28.77868961,0.694273734,56.48041381,0.825720978,570.1616184,371.0293007,5.742190947,48.23578558,244.9830202,996.8667922,0.277641385,0.001350474,0.020151112,0.564266336,0.009838309,0.933932746,10316393.92,43.1729905,822.8680976,35697809.24,94.57081321,352.7576418,382.3353159,-0.12913788,-10.18093534,0.056785621,5410.735516,349.213712,42.77422045,22.70945055,1.3203125,0.053106,1757.7,0.27463,0.032191,118000,165.24,2577.9,555.5,0.000653354,-0.052078946
150.3934397,106.7177506,156.5766784,10.38961039,12.98701299,46.875,111.45137,103.1726684,1.080241227,50.65132115,0.50272207,70.03917926,65.90020817,0.505629533,19.15985438,30.42612012,156.2147651,0.299805212,0.001647946,0.05792481,0.714394968,0.011233584,1.406872483,561856474.7,372.2227986,7769.001708,95899056.12,154.4622716,1115.409669,16881.44594,1.672122617,-41.63561757,0.06017192,5146544.06,4575697.835,82941.3271,5918.702594,12.71875,-0.70129,10170,0.62186,0.029825,277000,12944,7460,1216.4,0.001396229,-0.085593893
114.2534007,125.0253604,128.2894481,28.81355932,54.23728814,0,91.34546358,140.6475546,0.649463575,45.88283044,1.029616943,1851.249772,1694.908779,9.1717268,68.91782263,599.8385064,3630.390649,0.262196135,0.001656467,0.06496542,0.54150787,0.011751554,0.637320241,1382592538,591.04903,10713.97436,2350457177,763.7264903,28827.57852,1184.9882,-0.092960863,-15.6864506,0.057827559,34829.21838,51830.00787,1072.217771,4.893501057,1.5546875,0.20863,38639,0.45367,0.033007,3100000,23023,10781,1905.3,0.005784621,-0.112663735
140.1151295,103.711576,160.7055521,32.85714286,57.14285714,148.4375,114.4684665,93.40046458,1.22556635,49.76169127,0.489012386,446.813207,338.1575685,2.534825158,34.89784565,177.8838179,823.9803769,0.42167111,0.000401515,0.225588419,0.663899104,0.093936806,0.978514239,2487477326,778.333303,41988.75756,16122089.82,56.31889656,1026.910204,3114.18997,-1.658321277,-90.15403435,0.132065642,6443006.729,12703.18188,23182.69087,5996.675637,7.5234375,-0.14394,13907,0.06042,0.029939,8429.1,24008,4383.9,841.29,0.000554776,-0.007060053
152.5585305,32.66788116,20.66993212,3.846153846,15.38461538,39.0625,14.69395749,43.62320213,0.336838122,54.51403634,1.25747488,73.62410267,94.67984546,0.337695198,70.88075396,26.76719646,240.5620403,0.389697465,0.001660739,0.114388049,0.741799597,0.058514284,1.592817152,414929796.2,318.078701,6882.366686,16037370.71,56.32596234,1004.046059,9510.613862,-1.011335667,-69.62816102,0.13310758,3756214.49,1989902.721,31737.91622,1668.406537,10.40625,-0.82167,18057,0.37134,0.029817,905000,7311.3,6369.7,1216.4,0.005868639,0.109162044
149.702656,26.14724137,13.34489154,0,10.38961039,93.75,9.478580184,35.57248948,0.266458163,54.85619387,1.656434324,29.28618993,71.43512189,0.140776215,118.0050271,10.35008891,220.9051802,0.37852757,0.001468211,0.093784202,0.786928331,0.027480853,1.93159269,47900560.78,86.34258881,5020.369116,142053389.4,188.073383,1621.89515,2282.079145,0.212099803,-19.84720229,0.030997656,121673.5055,88406.86799,1736.680917,127.3412238,1.2421875,-2.6623,165000,0.33306,0.033002,98531,45465,17841,3430.8,0.017959907,0.16672207
134.0107642,68.81761839,104.124632,67.64705882,86.76470588,125,74.18175559,63.82602891,1.162249271,50.2357823,0.464220531,100.516737,102.1191964,0.509027177,11.4748137,36.0160125,215.2155051,0.305456587,0.002725733,0.027313744,0.63283082,0.011521862,0.936669218,58244291.03,117.1828548,1436.336703,6506618.558,37.90914126,257.3959553,21486.39075,4.315880779,-14.10239647,0.027611357,13052135.64,6589002.479,158146.7528,39982.74523,8.0703125,-0.52028,16098,0.28213,0.032155,158000,24661,5509.2,983.41,1.24E-03,0.06110636
140.1567886,144.1794977,216.1229826,38.57142857,40,62.5,153.9415323,135.5408374,1.135757571,49.65455875,0.659215738,451.5875981,401.9754908,2.71063941,59.56111732,180.1378941,918.327962,0.457983543,0.000831792,0.168081113,0.670054767,0.116595124,1.023826085,87425430.67,138.7819038,3507.535848,5807079.43,34.27697524,337.437111,7749.722429,1.666372851,-16.12440221,0.026569419,1560617.372,751516.8788,18988.83772,5822.483056,3.765625,-0.24041,5620,0.48114,0.038679,752000,13811,4309.8,771.8,0.002131942,0.011885512
133.0759271,16.82352852,12.13877254,0,8.823529412,62.5,8.645695612,22.12845256,0.390704935,51.57916737,1.420004379,154.6034773,183.9983215,0.974190148,30.11192015,55.88955161,370.9589411,0.203401222,0.001003528,0.016400542,0.582429763,0.01850971,1.205607961,179238571.5,165.8333715,19180.99928,216675155.6,232.4095396,2412.255841,14151.47413,2.079331944,-28.2879783,0.009377442,4461495.361,2620241.48,56672.62355,9220.365047,6.0078125,-0.26153,4051.9,0.17417,0.032898,53449,9216.7,2928.7,494.48,0.000134161,-0.024468684
149.5288754,17.40483153,15.24122653,1.298701299,12.98701299,70.3125,10.84872287,22.27358877,0.487066677,50.21088963,0.938698393,5313.400014,5807.587164,26.08580787,1085.570523,2064.424586,12317.92784,0.324632841,0.002509924,0.040988275,0.544846732,0.021903812,1.075899727,23893814.99,69.30039177,1420.173191,1671490.996,17.48384738,129.632953,5490.963812,0.955604837,-11.55414839,0.013805679,672015.0033,378839.8263,8403.961811,1916.933915,2.875,-0.1118,17996,0.091485,0.036695,1410000,129000,7029,1273.1,0.00053847,-0.033905319
137.2361135,170.1767168,248.07944,24.63768116,34.7826087,54.6875,176.5938644,148.3695423,1.190229893,47.47382857,0.447424162,80.86879918,78.55593155,0.67923943,33.67163617,37.74266951,194.8565058,0.292519095,0.001581788,0.056106378,0.733506664,0.024507767,1.238347804,245878498.6,249.7911726,1635.655074,14266866.37,52.06849544,1004.463144,31341.4141,5.470613237,-2.777300356,0.001041938,24775599.04,13281452.01,299189.3841,65090.99194,12.3828125,0.13741,11309,1.9427,0.03168,501000,5871.7,6396.8,1262.6,0.014501726,-0.246762711
124.9121335,123.4107292,180.7354841,33.87096774,56.4516129,85.9375,128.8559648,119.4817018,1.078457729,51.16108356,0.138824292,86.74047969,118.4965618,0.724727787,60.63003495,32.94161527,269.0515326,0.354843686,0.002633367,0.028775738,0.760265241,0.023958993,1.470985361,1915176590,702.3314985,5475.795935,269364930.7,261.2344131,1904.194638,14874.40716,1.795818342,-10.79074581,0.020578276,3959473.388,2491412.568,52898.4525,6939.578815,5,-0.12749,7156.6,0.90314,0.032843,686000,21095,7158.5,1041.8,0.004014544,0.011529986
106.3535133,52.37476623,68.33790872,28.30188679,58.49056604,156.25,48.79361644,56.1565735,0.868885215,49.91751658,0.53914963,342.6402356,354.8479001,2.410606922,142.9043425,133.7125071,847.381027,0.276024291,0.001164613,0.036622249,0.673360966,0.010602954,1.395435065,2984281168,842.2474183,67793.4949,556093929.5,376.6757933,2932.237865,-5924.297021,-2.227275249,-50.59892525,0.164886689,2314158.341,815618.6104,16365.60435,10057.96064,9.7734375,-0.10436,810.03,1.5633,0.029621,146000,495.13,2343.7,406.31,0.000243767,-0.029639625
144.546088,208.0311574,291.5950869,19.17808219,19.17808219,39.0625,207.5831954,205.4760017,1.010255181,53.84930038,0.52688485,51.72213495,53.2260768,0.262780775,35.72124846,19.2393029,141.5798625,0.396111558,0.000539703,0.170862236,0.676583739,0.097743755,1.53107993,208592409.1,224.8783524,3751.643494,185089371.9,215.8010417,1630.692324,-1719.828962,-0.272019346,-21.17932376,0.134670487,995223.082,299697.7785,2756.499336,155.9448292,10.7265625,-0.41651,15442,2.7311,0.029094,2410000,18686,9427.5,1444.1,0.023620203,0.075241595
146.0598366,29.44657232,16.52921063,2.666666667,16,39.0625,11.76763885,39.63108454,0.296929518,49.74640758,1.359901339,66.29829528,56.17689522,0.320865572,33.08068271,22.69170709,156.5234792,0.287155835,0.001367472,0.03953314,0.735371663,0.027326972,1.593999569,188268680.9,214.8636248,2862.670548,29334868.05,81.84647149,940.6886296,10620.21814,-2.908375657,-50.00890862,0.175306069,3184356.436,681525.2638,33096.13031,17178.1531,6.828125,-1.6678,47010,1.5631,0.047146,3140000,39820,15146,2953.7,0.001153712,0.008541433
119.9040597,222.7886162,328.2948102,26.66666667,51.66666667,46.875,234.1291609,214.1396122,1.093348206,50.39805505,0.569238339,409.7589928,387.3845431,2.262557401,53.72460899,164.8126363,855.6148619,0.366461313,0.002617441,0.030216429,0.613565759,0.019794219,0.869096668,100875009.1,160.2833383,578.9358616,4632419.728,23.12781413,671.6384233,2489.960071,3.281359133,-12.53334232,0.096118781,1249973.522,135183.5954,20091.58367,29599.52807,11.7890625,-0.73409,78747,0.62093,0.035664,17200000,1291.8,13222,2802.7,0.006016002,-0.019016621
121.3088711,77.89249449,108.5324139,6.451612903,22.58064516,140.625,77.38068098,79.63844751,0.971649792,50.61971589,0.474008278,22.05009169,52.49507459,0.088708496,27.27195017,7.259280309,102.8970952,0.272108879,0.003515987,0.012799509,0.830390103,0.010779505,1.669310488,29118458.14,78.80939015,1372.369218,7423533.528,41.82579158,183.8628962,4869.480646,0.524907241,-4.602898823,0.065642094,357458.3526,302390.2013,5942.725407,590.9868801,5.984375,0.45789,50693,0.55407,0.033227,5590000,47722,8596.7,1692.5,0.028560091,0.334577682
